SETTLEMENTDATE,RRP,Year,Quarter,RRP.1,Term,IndexTerm,Peak_OffPeak,Business,Evening_Peak,Solar_Period,Morning_Peak
1/01/2021 0:00,40.17,2020,4,40.17,Q1_20,20_Q4,OffPeak,Business Day,0,0,0
1/01/2021 0:30,36.53,2021,1,36.53,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 1:00,39.01,2021,1,39.01,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 1:30,34.07,2021,1,34.07,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 2:00,33.92,2021,1,33.92,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 2:30,28.85,2021,1,28.85,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 3:00,27.8,2021,1,27.8,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 3:30,26.55,2021,1,26.55,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 4:00,27.44,2021,1,27.44,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 4:30,30.19,2021,1,30.19,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 5:00,31.73,2021,1,31.73,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 5:30,30.04,2021,1,30.04,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 6:00,25.88,2021,1,25.88,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 6:30,20.12,2021,1,20.12,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 7:00,7.03,2021,1,7.03,Q1_21,21_Q1,OffPeak,Business Day,0,0,1
1/01/2021 7:30,21.59,2021,1,21.59,Q1_21,21_Q1,OffPeak,Business Day,0,0,1
1/01/2021 8:00,13.07,2021,1,13.07,Q1_21,21_Q1,Peak,Business Day,0,0,1
1/01/2021 8:30,21.13,2021,1,21.13,Q1_21,21_Q1,Peak,Business Day,0,0,1
1/01/2021 9:00,27.16,2021,1,27.16,Q1_21,21_Q1,Peak,Business Day,0,0,1
1/01/2021 9:30,32.07,2021,1,32.07,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 10:00,30.97,2021,1,30.97,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 10:30,26.87,2021,1,26.87,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 11:00,27.31,2021,1,27.31,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 11:30,26.96,2021,1,26.96,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 12:00,29.52,2021,1,29.52,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 12:30,31.71,2021,1,31.71,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 13:00,31.36,2021,1,31.36,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 13:30,29.18,2021,1,29.18,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 14:00,31.41,2021,1,31.41,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 14:30,30.55,2021,1,30.55,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 15:00,31.24,2021,1,31.24,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 15:30,30.59,2021,1,30.59,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 16:00,34.27,2021,1,34.27,Q1_21,21_Q1,Peak,Business Day,0,1,0
1/01/2021 16:30,33.25,2021,1,33.25,Q1_21,21_Q1,Peak,Business Day,1,0,0
1/01/2021 17:00,37.76,2021,1,37.76,Q1_21,21_Q1,Peak,Business Day,1,0,0
1/01/2021 17:30,34.65,2021,1,34.65,Q1_21,21_Q1,Peak,Business Day,1,0,0
1/01/2021 18:00,37.97,2021,1,37.97,Q1_21,21_Q1,Peak,Business Day,1,0,0
1/01/2021 18:30,40.85,2021,1,40.85,Q1_21,21_Q1,Peak,Business Day,1,0,0
1/01/2021 19:00,42.02,2021,1,42.02,Q1_21,21_Q1,Peak,Business Day,1,0,0
1/01/2021 19:30,41.75,2021,1,41.75,Q1_21,21_Q1,Peak,Business Day,1,0,0
1/01/2021 20:00,41.45,2021,1,41.45,Q1_21,21_Q1,Peak,Business Day,1,0,0
1/01/2021 20:30,40.3,2021,1,40.3,Q1_21,21_Q1,Peak,Business Day,1,0,0
1/01/2021 21:00,37.09,2021,1,37.09,Q1_21,21_Q1,Peak,Business Day,1,0,0
1/01/2021 21:30,38.09,2021,1,38.09,Q1_21,21_Q1,Peak,Business Day,1,0,0
1/01/2021 22:00,35.74,2021,1,35.74,Q1_21,21_Q1,Peak,Business Day,1,0,0
1/01/2021 22:30,37.05,2021,1,37.05,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 23:00,35.68,2021,1,35.68,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
1/01/2021 23:30,35.79,2021,1,35.79,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
2/01/2021 0:00,35.26,2021,1,35.26,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 0:30,34.76,2021,1,34.76,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 1:00,35.15,2021,1,35.15,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 1:30,30.49,2021,1,30.49,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 2:00,25.84,2021,1,25.84,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 2:30,27.42,2021,1,27.42,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 3:00,26.51,2021,1,26.51,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 3:30,26.26,2021,1,26.26,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 4:00,29.18,2021,1,29.18,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 4:30,30.89,2021,1,30.89,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 5:00,31.28,2021,1,31.28,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 5:30,34.55,2021,1,34.55,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 6:00,27.29,2021,1,27.29,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 6:30,25.85,2021,1,25.85,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 7:00,26.2,2021,1,26.2,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,1
2/01/2021 7:30,29.58,2021,1,29.58,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,1
2/01/2021 8:00,31.27,2021,1,31.27,Q1_21,21_Q1,Peak,Non-business Day,0,0,1
2/01/2021 8:30,32.72,2021,1,32.72,Q1_21,21_Q1,Peak,Non-business Day,0,0,1
2/01/2021 9:00,34.33,2021,1,34.33,Q1_21,21_Q1,Peak,Non-business Day,0,0,1
2/01/2021 9:30,34.53,2021,1,34.53,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 10:00,31.98,2021,1,31.98,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 10:30,31.94,2021,1,31.94,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 11:00,25.02,2021,1,25.02,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 11:30,23.21,2021,1,23.21,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 12:00,25.51,2021,1,25.51,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 12:30,21.19,2021,1,21.19,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 13:00,13.75,2021,1,13.75,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 13:30,21.51,2021,1,21.51,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 14:00,24.68,2021,1,24.68,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 14:30,30.04,2021,1,30.04,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 15:00,33.37,2021,1,33.37,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 15:30,32,2021,1,32,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 16:00,33.65,2021,1,33.65,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
2/01/2021 16:30,32.27,2021,1,32.27,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
2/01/2021 17:00,38.88,2021,1,38.88,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
2/01/2021 17:30,38.84,2021,1,38.84,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
2/01/2021 18:00,41.48,2021,1,41.48,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
2/01/2021 18:30,42.24,2021,1,42.24,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
2/01/2021 19:00,43.02,2021,1,43.02,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
2/01/2021 19:30,42.13,2021,1,42.13,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
2/01/2021 20:00,86.91,2021,1,86.91,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
2/01/2021 20:30,39.92,2021,1,39.92,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
2/01/2021 21:00,35.34,2021,1,35.34,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
2/01/2021 21:30,34.36,2021,1,34.36,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
2/01/2021 22:00,29.18,2021,1,29.18,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
2/01/2021 22:30,35.1,2021,1,35.1,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 23:00,36,2021,1,36,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
2/01/2021 23:30,36.83,2021,1,36.83,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 0:00,36.3,2021,1,36.3,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 0:30,37.88,2021,1,37.88,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 1:00,37.81,2021,1,37.81,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 1:30,34.68,2021,1,34.68,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 2:00,32.55,2021,1,32.55,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 2:30,32.32,2021,1,32.32,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 3:00,31.46,2021,1,31.46,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 3:30,25.89,2021,1,25.89,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 4:00,30.11,2021,1,30.11,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 4:30,35.4,2021,1,35.4,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 5:00,35.55,2021,1,35.55,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 5:30,35.19,2021,1,35.19,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 6:00,32.89,2021,1,32.89,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 6:30,26.36,2021,1,26.36,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 7:00,29.07,2021,1,29.07,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,1
3/01/2021 7:30,27.47,2021,1,27.47,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,1
3/01/2021 8:00,29.03,2021,1,29.03,Q1_21,21_Q1,Peak,Non-business Day,0,0,1
3/01/2021 8:30,32.47,2021,1,32.47,Q1_21,21_Q1,Peak,Non-business Day,0,0,1
3/01/2021 9:00,31.64,2021,1,31.64,Q1_21,21_Q1,Peak,Non-business Day,0,0,1
3/01/2021 9:30,32.88,2021,1,32.88,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 10:00,29.48,2021,1,29.48,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 10:30,16.32,2021,1,16.32,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 11:00,18.07,2021,1,18.07,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 11:30,23.08,2021,1,23.08,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 12:00,20.95,2021,1,20.95,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 12:30,25.13,2021,1,25.13,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 13:00,18.75,2021,1,18.75,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 13:30,0.64,2021,1,0.64,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 14:00,10.47,2021,1,10.47,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 14:30,23.96,2021,1,23.96,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 15:00,28.03,2021,1,28.03,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 15:30,27.96,2021,1,27.96,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 16:00,25.27,2021,1,25.27,Q1_21,21_Q1,Peak,Non-business Day,0,1,0
3/01/2021 16:30,32.55,2021,1,32.55,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
3/01/2021 17:00,34.87,2021,1,34.87,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
3/01/2021 17:30,39.72,2021,1,39.72,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
3/01/2021 18:00,40.78,2021,1,40.78,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
3/01/2021 18:30,43.97,2021,1,43.97,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
3/01/2021 19:00,43.71,2021,1,43.71,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
3/01/2021 19:30,41.4,2021,1,41.4,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
3/01/2021 20:00,39.81,2021,1,39.81,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
3/01/2021 20:30,40.3,2021,1,40.3,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
3/01/2021 21:00,38.06,2021,1,38.06,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
3/01/2021 21:30,36.04,2021,1,36.04,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
3/01/2021 22:00,34.5,2021,1,34.5,Q1_21,21_Q1,Peak,Non-business Day,1,0,0
3/01/2021 22:30,38.73,2021,1,38.73,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 23:00,37.68,2021,1,37.68,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
3/01/2021 23:30,38.02,2021,1,38.02,Q1_21,21_Q1,OffPeak,Non-business Day,0,0,0
4/01/2021 0:00,35.42,2021,1,35.42,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 0:30,36.63,2021,1,36.63,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 1:00,36.98,2021,1,36.98,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 1:30,33.4,2021,1,33.4,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 2:00,32.46,2021,1,32.46,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 2:30,32.12,2021,1,32.12,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 3:00,32.51,2021,1,32.51,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 3:30,31.89,2021,1,31.89,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 4:00,32.66,2021,1,32.66,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 4:30,34.25,2021,1,34.25,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 5:00,35.61,2021,1,35.61,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 5:30,35.9,2021,1,35.9,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 6:00,35.31,2021,1,35.31,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 6:30,33.81,2021,1,33.81,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 7:00,37.27,2021,1,37.27,Q1_21,21_Q1,OffPeak,Business Day,0,0,1
4/01/2021 7:30,38.48,2021,1,38.48,Q1_21,21_Q1,OffPeak,Business Day,0,0,1
4/01/2021 8:00,41.8,2021,1,41.8,Q1_21,21_Q1,Peak,Business Day,0,0,1
4/01/2021 8:30,42.39,2021,1,42.39,Q1_21,21_Q1,Peak,Business Day,0,0,1
4/01/2021 9:00,40.33,2021,1,40.33,Q1_21,21_Q1,Peak,Business Day,0,0,1
4/01/2021 9:30,43.71,2021,1,43.71,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 10:00,40.38,2021,1,40.38,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 10:30,36.98,2021,1,36.98,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 11:00,38.22,2021,1,38.22,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 11:30,39.23,2021,1,39.23,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 12:00,43.15,2021,1,43.15,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 12:30,43.21,2021,1,43.21,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 13:00,40.83,2021,1,40.83,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 13:30,39.02,2021,1,39.02,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 14:00,41.4,2021,1,41.4,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 14:30,44.46,2021,1,44.46,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 15:00,41.47,2021,1,41.47,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 15:30,43.4,2021,1,43.4,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 16:00,49.1,2021,1,49.1,Q1_21,21_Q1,Peak,Business Day,0,1,0
4/01/2021 16:30,38.94,2021,1,38.94,Q1_21,21_Q1,Peak,Business Day,1,0,0
4/01/2021 17:00,40.75,2021,1,40.75,Q1_21,21_Q1,Peak,Business Day,1,0,0
4/01/2021 17:30,44.17,2021,1,44.17,Q1_21,21_Q1,Peak,Business Day,1,0,0
4/01/2021 18:00,300.74,2021,1,300.74,Q1_21,21_Q1,Peak,Business Day,1,0,0
4/01/2021 18:30,44.49,2021,1,44.49,Q1_21,21_Q1,Peak,Business Day,1,0,0
4/01/2021 19:00,49.88,2021,1,49.88,Q1_21,21_Q1,Peak,Business Day,1,0,0
4/01/2021 19:30,49.03,2021,1,49.03,Q1_21,21_Q1,Peak,Business Day,1,0,0
4/01/2021 20:00,45.64,2021,1,45.64,Q1_21,21_Q1,Peak,Business Day,1,0,0
4/01/2021 20:30,48.92,2021,1,48.92,Q1_21,21_Q1,Peak,Business Day,1,0,0
4/01/2021 21:00,37.6,2021,1,37.6,Q1_21,21_Q1,Peak,Business Day,1,0,0
4/01/2021 21:30,39.51,2021,1,39.51,Q1_21,21_Q1,Peak,Business Day,1,0,0
4/01/2021 22:00,39.6,2021,1,39.6,Q1_21,21_Q1,Peak,Business Day,1,0,0
4/01/2021 22:30,42.14,2021,1,42.14,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 23:00,40.23,2021,1,40.23,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
4/01/2021 23:30,38.95,2021,1,38.95,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 0:00,37.85,2021,1,37.85,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 0:30,40.54,2021,1,40.54,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 1:00,39.97,2021,1,39.97,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 1:30,39.35,2021,1,39.35,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 2:00,39.79,2021,1,39.79,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 2:30,39.66,2021,1,39.66,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 3:00,37.92,2021,1,37.92,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 3:30,36.66,2021,1,36.66,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 4:00,38.69,2021,1,38.69,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 4:30,37.27,2021,1,37.27,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 5:00,38.06,2021,1,38.06,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 5:30,38.3,2021,1,38.3,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 6:00,36.66,2021,1,36.66,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 6:30,31.93,2021,1,31.93,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 7:00,31.26,2021,1,31.26,Q1_21,21_Q1,OffPeak,Business Day,0,0,1
5/01/2021 7:30,27.52,2021,1,27.52,Q1_21,21_Q1,OffPeak,Business Day,0,0,1
5/01/2021 8:00,29.49,2021,1,29.49,Q1_21,21_Q1,Peak,Business Day,0,0,1
5/01/2021 8:30,31.25,2021,1,31.25,Q1_21,21_Q1,Peak,Business Day,0,0,1
5/01/2021 9:00,28.59,2021,1,28.59,Q1_21,21_Q1,Peak,Business Day,0,0,1
5/01/2021 9:30,32.78,2021,1,32.78,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 10:00,32.15,2021,1,32.15,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 10:30,33.12,2021,1,33.12,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 11:00,34.65,2021,1,34.65,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 11:30,35.27,2021,1,35.27,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 12:00,42.52,2021,1,42.52,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 12:30,57.14,2021,1,57.14,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 13:00,61.64,2021,1,61.64,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 13:30,50.16,2021,1,50.16,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 14:00,54.08,2021,1,54.08,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 14:30,103.66,2021,1,103.66,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 15:00,78.34,2021,1,78.34,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 15:30,94.94,2021,1,94.94,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 16:00,61.39,2021,1,61.39,Q1_21,21_Q1,Peak,Business Day,0,1,0
5/01/2021 16:30,44.72,2021,1,44.72,Q1_21,21_Q1,Peak,Business Day,1,0,0
5/01/2021 17:00,44.74,2021,1,44.74,Q1_21,21_Q1,Peak,Business Day,1,0,0
5/01/2021 17:30,46.81,2021,1,46.81,Q1_21,21_Q1,Peak,Business Day,1,0,0
5/01/2021 18:00,64.06,2021,1,64.06,Q1_21,21_Q1,Peak,Business Day,1,0,0
5/01/2021 18:30,66.41,2021,1,66.41,Q1_21,21_Q1,Peak,Business Day,1,0,0
5/01/2021 19:00,68.45,2021,1,68.45,Q1_21,21_Q1,Peak,Business Day,1,0,0
5/01/2021 19:30,57.88,2021,1,57.88,Q1_21,21_Q1,Peak,Business Day,1,0,0
5/01/2021 20:00,49.37,2021,1,49.37,Q1_21,21_Q1,Peak,Business Day,1,0,0
5/01/2021 20:30,45.58,2021,1,45.58,Q1_21,21_Q1,Peak,Business Day,1,0,0
5/01/2021 21:00,41.1,2021,1,41.1,Q1_21,21_Q1,Peak,Business Day,1,0,0
5/01/2021 21:30,41.68,2021,1,41.68,Q1_21,21_Q1,Peak,Business Day,1,0,0
5/01/2021 22:00,35.94,2021,1,35.94,Q1_21,21_Q1,Peak,Business Day,1,0,0
5/01/2021 22:30,39.64,2021,1,39.64,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 23:00,35.91,2021,1,35.91,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
5/01/2021 23:30,32.5,2021,1,32.5,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 0:00,33.79,2021,1,33.79,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 0:30,37.71,2021,1,37.71,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 1:00,36.57,2021,1,36.57,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 1:30,32.99,2021,1,32.99,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 2:00,33.15,2021,1,33.15,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 2:30,32.37,2021,1,32.37,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 3:00,32.31,2021,1,32.31,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 3:30,32.35,2021,1,32.35,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 4:00,32.55,2021,1,32.55,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 4:30,32.68,2021,1,32.68,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 5:00,32.15,2021,1,32.15,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 5:30,33.51,2021,1,33.51,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 6:00,34.38,2021,1,34.38,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 6:30,31.5,2021,1,31.5,Q1_21,21_Q1,OffPeak,Business Day,0,0,0
6/01/2021 7:00,31.36,2021,1,31.36,Q1_21,21_Q1,OffPeak,Business Day,0,0,1
6/01/2021 7:30,31.14,2021,1,31.14,Q1_21,21_Q1,OffPeak,Business Day,0,0,1
6/01/2021 8:00,32.96,2021,1,32.96,Q1_21,21_Q1,Peak,Business Day,0,0,1
6/01/2021 8:30,35.42,2021,1,35.42,Q1_21,21_Q1,Peak,Business Day,0,0,1
6/01/2021 9:00,35.27,2021,1,35.27,Q1_21,21_Q1,Peak,Business Day,0,0,1
6/01/2021 9:30,37,2021,1,37,Q1_21,21_Q1,Peak,Business Day,0,1,0
6/01/2021 10:00,36.44,2021,1,36.44,Q1_21,21_Q1,Peak,Business Day,0,1,0
6/01/2021 10:30,39.35,2021,1,39.35,Q1_21,21_Q1,Peak,Business Day,0,1,0
6/01/2021 11:00,39.54,2021,1,39.54,Q1_21,21_Q1,Peak,Business Day,0,1,0
6/01/2021 11:30,36.42,2021,1,36.42,Q1_21,21_Q1,Peak,Business Day,0,1,0
6/01/2021 12:00,39.27,2021,1,39.27,Q1_21,21_Q1,Peak,Business Day,0,1,0
